# Mouse<->human orthologs derived from MGI HOM_MouseHumanSequence.rpt
# Source: https://www.informatics.jax.org/downloads/reports/HOM_MouseHumanSequence.rpt
# Downloaded 2026-07-31. Regenerate with scripts/build_orthologs.py
mouse_symbol	human_symbol	relationship
Or12d14-ps1	OR12D2	many
Or12d15	OR12D1	many
Or12d15	OR12D2	many
Or12d16-ps1	OR12D1	many
Or12d16-ps1	OR12D2	many
Or12d17	OR12D3	1:1
Or12d2	OR12D1	many
Or12d2	OR12D2	many
Or13a1	OR13A1	1:1
Or13c25	OR13C8	1:1
Or13c3	OR13C3	1:1
Or13c7	OR13C7	1:1
Or13c7b	OR13C7	1:1
Or13c7c	OR13C7	1:1
Or13c7d	OR13C7	1:1
Or13d1	OR13D1	1:1
Or13f5	OR13F1	1:1
Or13g1	OR13G1	1:1
Or13j1	OR13J1	1:1
Or14a256	OR14A2	1:1
Or14a257	OR14A2	1:1
Or14a258	OR14A2	1:1
Or14a259	OR14A2	1:1
Or14a260	OR14A2	1:1
Or14c39	OR14C36	1:1
Or14c40	OR14C36	1:1
Or14c41	OR14C36	1:1
Or14c43	OR14C36	1:1
Or14c44	OR14C36	1:1
Or14c45	OR14C36	1:1
Or14c46	OR14C36	1:1
Or14j1	OR14J1	1:1
Or14p1	OR14A16	many
Or14p1	OR14L1	many
Or1a1	OR1A1	many
Or1a1	OR1A2	many
Or1a1b	OR1A1	many
Or1a1b	OR1A2	many
Or1ad6	OR1C1	1:1
Or1b1	OR1B1	1:1
Or1d2	OR1D2	many
Or1d2	OR1D4	many
Or1d2	OR1D5	many
Or1e1	OR1E1	many
Or1e1	OR1E3	many
Or1e16	OR1E2	many
Or1e16	OR1E3	many
Or1e17	OR1E1	many
Or1e17	OR1E2	many
Or1e17	OR1E3	many
Or1e19	OR1E2	many
Or1e19	OR1E3	many
Or1e1c	OR1E2	many
Or1e1c	OR1E3	many
Or1e21	OR1E1	many
Or1e21	OR1E2	many
Or1e21	OR1E3	many
Or1e22	OR1E1	many
Or1e22	OR1E2	many
Or1e22	OR1E3	many
Or1e23	OR1E1	many
Or1e23	OR1E2	many
Or1e23	OR1E3	many
Or1e25	OR1E1	many
Or1e25	OR1E2	many
Or1e25	OR1E3	many
Or1e26	OR1E1	many
Or1e26	OR1E2	many
Or1e26	OR1E3	many
Or1e29	OR1E1	many
Or1e29	OR1E2	many
Or1e29	OR1E3	many
Or1e30	OR1E1	many
Or1e30	OR1E2	many
Or1e30	OR1E3	many
Or1e31	OR1E1	many
Or1e31	OR1E2	many
Or1e31	OR1E3	many
Or1e32	OR1E1	many
Or1e32	OR1E2	many
Or1e32	OR1E3	many
Or1e33	OR1E1	many
Or1e33	OR1E2	many
Or1e33	OR1E3	many
Or1e34	OR1E1	many
Or1e34	OR1E2	many
Or1e34	OR1E3	many
Or1e35	OR1E1	many
Or1e35	OR1E2	many
Or1e35	OR1E3	many
Or1f12	OR1F12P	1:1
Or1f19	OR1F1	many
Or1f19	OR1F2P	many
Or1i2	OR1I1	1:1
Or1j1	OR1J1	1:1
Or1j4	OR1J2	many
Or1j4	OR1J4	many
Or1l4	OR1L4	many
Or1l4	OR1L6	many
Or1l4b	OR1L4	many
Or1l4b	OR1L6	many
Or1l8	OR1L8	1:1
Or1m1	OR1M1	1:1
Or1n1	OR1N1	1:1
Or1n1b	OR1N1	1:1
Or1n2	OR1N2	1:1
Or1p1	OR1P1	1:1
Or1p1c	OR1P1	1:1
Or1q1	OR1Q1	1:1
Or1r1	OR1R1	1:1
Or1s2	OR1S1	many
Or1s2	OR1S2	many
Or2a12	OR2A12	1:1
Or2a14	OR2A14	1:1
Or2a20	OR2A1	many
Or2a20	OR2A42	many
Or2a25	OR2A25	1:1
Or2a5	OR2A5	1:1
Or2a51	OR2A1	many
Or2a51	OR2A42	many
Or2a52	OR2A2	1:1
Or2a54	OR2A14	1:1
Or2a56	OR2A14	1:1
Or2a57	OR2A1	many
Or2a57	OR2A42	many
Or2a7	OR2A4	many
Or2a7	OR2A7	many
Or2ag1	OR2AG1	1:1
Or2ag12	OR2AG1	many
Or2ag12	OR2AG2	many
Or2ag13	OR2AG1	many
Or2ag13	OR2AG2	many
Or2ag15	OR2AG1	many
Or2ag15	OR2AG2	many
Or2ag16	OR2AG1	many
Or2ag16	OR2AG2	many
Or2ag17	OR2AG1	many
Or2ag17	OR2AG2	many
Or2ag18	OR2AG1	1:1
Or2ag19	OR2AG1	many
Or2ag19	OR2AG2	many
Or2ag1b	OR2AG1	1:1
Or2ag2	OR2AG2	1:1
Or2ag20	OR2AG1	many
Or2ag20	OR2AG2	many
Or2ag2b	OR2AG2	1:1
Or2aj4	OR2AJ1	1:1
Or2aj5	OR2AJ1	1:1
Or2aj6	OR2AJ1	1:1
Or2ak4	OR2AK2	1:1
Or2ak5	OR2AK2	1:1
Or2ak6	OR2AK2	1:1
Or2ak7	OR2AK2	1:1
Or2at4	OR2AT4	1:1
Or2b11	OR2B11	1:1
Or2b2	OR2B2	1:1
Or2b2b	OR2B2	1:1
Or2b6	OR2B6	1:1
Or2c1	OR2C1	1:1
Or2d2	OR2D2	1:1
Or2d2b	OR2D2	1:1
Or2d3	OR2D3	1:1
Or2d36	OR2D3	1:1
Or2d3b	OR2D3	1:1
Or2d3c	OR2D3	1:1
Or2f1	OR2F1	many
Or2f1	OR2F2	many
Or2f1b	OR2F1	1:1
Or2f2	OR2F2	1:1
Or2h1	OR2H1	1:1
Or2h1b	OR2H1	1:1
Or2h2	OR2H2	1:1
Or2h2c	OR2H2	1:1
Or2i1	OR2I1	1:1
Or2j3	OR2J1	many
Or2j3	OR2J2	many
Or2j3	OR2J3	many
Or2k2	OR2K2	1:1
Or2l13	OR2L13	1:1
Or2l13b	OR2L13	1:1
Or2l5	OR2L2	many
Or2l5	OR2L3	many
Or2l5	OR2L5	many
Or2l5	OR2L8	many
Or2m12	OR2M2	many
Or2m12	OR2M3	many
Or2m12	OR2M5	many
Or2m12	OR2M7	many
Or2m13	OR2M2	many
Or2m13	OR2M3	many
Or2m13	OR2M5	many
Or2m13	OR2M7	many
Or2t1	OR2T1	1:1
Or2t29	OR2T29	many
Or2t29	OR2T4	many
Or2t29	OR2T5	many
Or2t35	OR2T2	many
Or2t35	OR2T35	many
Or2t43	OR2T29	many
Or2t43	OR2T4	many
Or2t43	OR2T5	many
Or2t44	OR2T12	many
Or2t44	OR2T33	many
Or2t44	OR2T8	many
Or2t46	OR2T29	many
Or2t46	OR2T4	many
Or2t46	OR2T5	many
Or2t47	OR2T29	many
Or2t47	OR2T4	many
Or2t47	OR2T5	many
Or2t48	OR2T29	many
Or2t48	OR2T4	many
Or2t48	OR2T5	many
Or2t49	OR2T29	many
Or2t49	OR2T4	many
Or2t49	OR2T5	many
Or2t6	OR2T6	1:1
Or2v1	OR2V1	1:1
Or2v2	OR2V2	1:1
Or2w1	OR2W1	1:1
Or2w1b	OR2W1	1:1
Or2w3	OR2W3	1:1
Or2w3b	OR2W3	1:1
Or2w6	OR2W6P	1:1
Or2y1	OR2Y1	1:1
Or2y10	OR2Y1	1:1
Or2y11	OR2Y1	1:1
Or2y12	OR2Y1	1:1
Or2y13	OR2Y1	1:1
Or2y14	OR2Y1	1:1
Or2y15	OR2Y1	1:1
Or2y16	OR2Y1	1:1
Or2y17	OR2Y1	1:1
Or2y1b	OR2Y1	1:1
Or2y1c	OR2Y1	1:1
Or2y1d	OR2Y1	1:1
Or2y1e	OR2Y1	1:1
Or2y1f	OR2Y1	1:1
Or2y1g	OR2Y1	1:1
Or2y6	OR2Y1	1:1
Or2y8	OR2Y1	1:1
Or2z8	OR2Z1	1:1
Or2z9	OR2Z1	1:1
Or3a1	OR3A1	1:1
Or3a1b	OR3A1	1:1
Or3a1c	OR3A1	1:1
Or3a1d	OR3A1	many
Or3a1d	OR3A3	many
Or3a4	OR3A4P	1:1
Or4a15	OR4A15	1:1
Or4a39	OR4A16	many
Or4a39	OR4A5	many
Or4a47	OR4A47	many
Or4a47	OR4A4P	many
Or4a68	OR4A16	1:1
Or4a69	OR4A16	1:1
Or4a70	OR4A16	1:1
Or4a71	OR4A16	1:1
Or4a72	OR4A16	1:1
Or4a73	OR4A5	1:1
Or4a74	OR4A16	many
Or4a74	OR4A8	many
Or4a75	OR4A16	1:1
Or4a76	OR4A16	1:1
Or4a77	OR4A16	1:1
Or4a78	OR4A5	many
Or4a78	OR4A8	many
Or4a79	OR4A16	1:1
Or4a80	OR4A5	many
Or4a80	OR4A8	many
Or4a81	OR4A16	many
Or4a81	OR4A8	many
Or4b1	OR4B1	1:1
Or4b12	OR4B1	1:1
Or4b13	OR4B1	1:1
Or4b1b	OR4B1	1:1
Or4b1d	OR4B1	1:1
Or4c10	OR4C13	many
Or4c10	OR4C46	many
Or4c102	OR4C6	1:1
Or4c103	OR4C16	1:1
Or4c104	OR4C16	1:1
Or4c105	OR4C13	1:1
Or4c106	OR4C13	1:1
Or4c107	OR4C15	1:1
Or4c108	OR4C15	1:1
Or4c109	OR4C15	1:1
Or4c10b	OR4C46	1:1
Or4c11	OR4C11	1:1
Or4c110	OR4C15	1:1
Or4c111	OR4C15	1:1
Or4c112	OR4C15	1:1
Or4c113	OR4C15	1:1
Or4c114	OR4C15	1:1
Or4c115	OR4C15	1:1
Or4c116	OR4C15	1:1
Or4c117	OR4C15	1:1
Or4c118	OR4C15	1:1
Or4c119	OR4C15	1:1
Or4c11b	OR4C11	1:1
Or4c11c	OR4C11	1:1
Or4c12	OR4C12	1:1
Or4c120	OR4C15	1:1
Or4c121	OR4C15	1:1
Or4c122	OR4C15	1:1
Or4c123	OR4C6	1:1
Or4c124	OR4C15	1:1
Or4c126	OR4C45	1:1
Or4c127	OR4C45	1:1
Or4c12b	OR4C12	1:1
Or4c15	OR4C15	1:1
Or4c15b	OR4C15	1:1
Or4c29	OR4C16	1:1
Or4c3	OR4C3	1:1
Or4c35	OR4C5	1:1
Or4c52	OR4C45	1:1
Or4d1	OR4D1	1:1
Or4d10	OR4D10	1:1
Or4d10b	OR4D10	1:1
Or4d10c	OR4D10	1:1
Or4d11	OR4D11	1:1
Or4d2	OR4D2	1:1
Or4d2b	OR4D2	1:1
Or4d5	OR4D5	1:1
Or4d6	OR4D6	1:1
Or4e1	OR4E1	1:1
Or4e2	OR4E2	1:1
Or4e5	OR4E1	1:1
Or4f15	OR4F15	1:1
Or4f17	OR4F17	many
Or4f17	OR4F5	many
Or4f4-ps1	OR4F17	many
Or4f4-ps1	OR4F5	many
Or4f4b	OR4F17	many
Or4f4b	OR4F4	many
Or4f4b	OR4F5	many
Or4f6	OR4F6	1:1
Or4f7	OR4F16	many
Or4f7	OR4F21	many
Or4f7	OR4F29	many
Or4f7	OR4F3	many
Or4k1	OR4K1	1:1
Or4k15	OR4K15	1:1
Or4k15b	OR4K15	1:1
Or4k15c	OR4K15	1:1
Or4k2	OR4K2	1:1
Or4k5	OR4K5	1:1
Or4l1	OR4L1	1:1
Or4l15	OR4L1	1:1
Or4m1	OR4M1	many
Or4m1	OR4M2	many
Or4m1	OR4M2B	many
Or4n4	OR4N2	many
Or4n4	OR4N4	many
Or4n4	OR4N4C	many
Or4n4b	OR4N2	many
Or4n4b	OR4N4	many
Or4n4b	OR4N4C	many
Or4n5	OR4N5	1:1
Or4p21	OR4K3	1:1
Or4p4	OR4P4	1:1
Or4q3	OR4Q3	1:1
Or4s2	OR4S2	1:1
Or4s2b	OR4S2	1:1
Or4x11	OR4X2	1:1
Or4x13	OR4X2	1:1
Or4x15	OR4X2	1:1
Or4x18	OR4X2	1:1
Or4x6	OR4X2	1:1
Or51a7	OR51A7	1:1
Or51b17	OR51B2	1:1
Or51b4	OR51B4	1:1
Or51b6	OR51B6	1:1
Or51b6b	OR51B6	1:1
Or51d1	OR51D1	1:1
Or51e1	OR51E1	1:1
Or51e2	OR51E2	1:1
Or51f1	OR51F1	1:1
Or51f1d	OR51F1	1:1
Or51f1e	OR51F1	1:1
Or51f2	OR51F2	1:1
Or51f23	OR51C1	1:1
Or51f23b	OR51C1	1:1
Or51g1	OR51G1	1:1
Or51g2	OR51G2	1:1
Or51h1	OR51H1	1:1
Or51h7	OR51H1	1:1
Or51i1	OR51I1	1:1
Or51i2	OR51I2	1:1
Or51k7	OR51J1	1:1
Or51m1	OR51M1	1:1
Or51q1	OR51Q1	1:1
Or51q1c	OR51Q1	1:1
Or51s1	OR51S1	1:1
Or51t4	OR51T1	1:1
Or51v14	OR51V1	1:1
Or51v8	OR51V1	1:1
Or52a5	OR52A5	1:1
Or52a5b	OR52A5	1:1
Or52b2	OR52B2	1:1
Or52b4	OR52B4	1:1
Or52b4i	OR52B4	1:1
Or52d1	OR52D1	1:1
Or52e2	OR52E2	1:1
Or52e3	OR52E2	1:1
Or52e4	OR52E4	1:1
Or52e5	OR52E5	1:1
Or52e8	OR52E6	many
Or52e8	OR52E8	many
Or52e8b	OR52E6	many
Or52e8b	OR52E8	many
Or52h1	OR52H1	1:1
Or52i2	OR52I1	many
Or52i2	OR52I2	many
Or52j3	OR52J3	1:1
Or52k2	OR52K1	many
Or52k2	OR52K2	many
Or52l1	OR52L1	many
Or52l1	OR52L2P	many
Or52m1	OR52M1	1:1
Or52n2	OR52N2	1:1
Or52n2b	OR52N2	1:1
Or52n2c	OR52N2	1:1
Or52n4	OR52N4	1:1
Or52n4b	OR52N4	1:1
Or52n5	OR52N5	1:1
Or52p1	OR52P1	1:1
Or52r1	OR52R1	1:1
Or52r1b	OR52R1	1:1
Or52r1c	OR52R1	1:1
Or52w1	OR52W1	1:1
Or52z1	OR52Z1	1:1
Or56a3	OR56A3	1:1
Or56a3b	OR56A3	1:1
Or56a4	OR56A4	1:1
Or56a5	OR56A5	1:1
Or56b1	OR56B1	1:1
Or56b1b	OR56B1	1:1
Or56b2	OR56B2	1:1
Or56b2j	OR56B2	1:1
Or56b34	OR56B4	1:1
Or56b35	OR56B4	1:1
Or5a1	OR5A1	1:1
Or5a21	OR5A2	1:1
Or5ac15	OR5AC2	1:1
Or5ac16	OR5AC1	1:1
Or5ac19	OR5AC1	1:1
Or5ac20	OR5AC1	1:1
Or5ac21	OR5AC2	1:1
Or5ac23	OR5AC2	1:1
Or5ak23	OR5AK2	many
Or5ak23	OR5AK3P	many
Or5ak24	OR5AK2	many
Or5ak24	OR5AK3P	many
Or5ak25	OR5AK2	many
Or5ak25	OR5AK3P	many
Or5al1	OR5AL1	1:1
Or5al5	OR5AL1	1:1
Or5al6	OR5AL1	1:1
Or5an1	OR5AN1	1:1
Or5an10	OR5AN1	1:1
Or5an11	OR5AN1	1:1
Or5an1b	OR5AN1	1:1
Or5an1c	OR5AN1	1:1
Or5an9	OR5AN1	1:1
Or5ap2	OR5AP2	1:1
Or5ar1	OR5AR1	1:1
Or5as1	OR5AS1	1:1
Or5au1	OR5AU1	1:1
Or5b101	OR5B3	1:1
Or5b102	OR5B3	1:1
Or5b104	OR5B3	1:1
Or5b105	OR5B3	1:1
Or5b106	OR5B3	1:1
Or5b107	OR5B3	1:1
Or5b108	OR5B3	1:1
Or5b109	OR5B3	1:1
Or5b111	OR5B3	1:1
Or5b112	OR5B3	1:1
Or5b113	OR5B3	1:1
Or5b12	OR5B12	1:1
Or5b12b	OR5B12	1:1
Or5b21	OR5B21	1:1
Or5b3	OR5B3	1:1
Or5b94	OR5B3	1:1
Or5b95	OR5B3	1:1
Or5b96	OR5B3	1:1
Or5b97	OR5B3	1:1
Or5b99	OR5B2	1:1
Or5c1	OR5C1	1:1
Or5d14	OR5D14	1:1
Or5d16	OR5D16	1:1
Or5d18	OR5D18	1:1
Or5d3	OR5D3	1:1
Or5d35	OR5D18	1:1
Or5d36	OR5D14	1:1
Or5d44	OR5D3	1:1
Or5d45	OR5D3	1:1
Or5d47	OR5D18	1:1
Or5g23	OR5G3	1:1
Or5g27	OR5G3	1:1
Or5g29	OR5G3	1:1
Or5h17	OR5H1	many
Or5h17	OR5H14	many
Or5h17	OR5H15	many
Or5h17	OR5H6	many
Or5h18	OR5H2	1:1
Or5h19	OR5H1	many
Or5h19	OR5H15	many
Or5h19	OR5H2	many
Or5h22	OR5H1	many
Or5h22	OR5H14	many
Or5h22	OR5H15	many
Or5h22	OR5H2	many
Or5h22	OR5H6	many
Or5h22	OR5H8	many
Or5h23	OR5H1	many
Or5h23	OR5H15	many
Or5h23	OR5H2	many
Or5h23	OR5H8	many
Or5h25	OR5H1	many
Or5h25	OR5H15	many
Or5h25	OR5H2	many
Or5h25	OR5H8	many
Or5h26	OR5H1	many
Or5h26	OR5H15	many
Or5h26	OR5H2	many
Or5h26	OR5H8	many
Or5i1	OR5I1	1:1
Or5j3	OR5J2	1:1
Or5k1	OR5K1	many
Or5k1	OR5K2	many
Or5k14	OR5K3	1:1
Or5k15	OR5K4	1:1
Or5k16	OR5K4	1:1
Or5k17	OR5K4	1:1
Or5k1b	OR5K1	many
Or5k1b	OR5K2	many
Or5k3	OR5K3	1:1
Or5k8	OR5K3	1:1
Or5l13	OR5L1	many
Or5l13	OR5L2	many
Or5l14	OR5L1	many
Or5l14	OR5L2	many
Or5m10	OR5M1	many
Or5m10	OR5M10	many
Or5m10b	OR5M1	many
Or5m10b	OR5M10	many
Or5m11	OR5M11	1:1
Or5m11b	OR5M11	1:1
Or5m3	OR5M3	1:1
Or5m3b	OR5M3	1:1
Or5m8	OR5M8	1:1
Or5m9	OR5M9	1:1
Or5m9b	OR5M9	1:1
Or5p50	OR5P2	1:1
Or5p51	OR5P2	1:1
Or5p57	OR5P3	1:1
Or5p58	OR5P2	1:1
Or5p59	OR5P2	1:1
Or5p6	OR5P2	1:1
Or5p60	OR5P2	1:1
Or5p61	OR5P2	1:1
Or5p62	OR5P2	1:1
Or5p63	OR5P2	1:1
Or5p64	OR5P2	1:1
Or5p66	OR5P2	1:1
Or5p67	OR5P2	1:1
Or5p68	OR5P2	1:1
Or5p69	OR5P2	1:1
Or5p70	OR5P2	1:1
Or5p72	OR5P2	1:1
Or5p73	OR5P2	1:1
Or5p76	OR5P2	1:1
Or5p78	OR5P2	1:1
Or5p79	OR5P2	1:1
Or5p80	OR5P3	1:1
Or5p81	OR5P2	1:1
Or5t15	OR5T2	1:1
Or5t16	OR5T2	1:1
Or5t17	OR5T1	1:1
Or5t18	OR5T2	1:1
Or5t5	OR5T3	1:1
Or5t7	OR5T2	1:1
Or5t9	OR5T1	1:1
Or5v1	OR5V1	1:1
Or5v1b	OR5V1	1:1
Or5w11	OR5W2	1:1
Or5w15	OR5W2	1:1
Or5w18	OR5W2	1:1
Or5w19	OR5W2	1:1
Or5w22	OR5W2	1:1
Or5w8	OR5W2	1:1
Or6a2	OR6A2	1:1
Or6ae1	OR6Q1	1:1
Or6b1	OR6B1	1:1
Or6b2	OR6B2	1:1
Or6b2b	OR6B2	1:1
Or6b3	OR6B2	many
Or6b3	OR6B3	many
Or6c1	OR6C1	1:1
Or6c1b	OR6C1	1:1
Or6c2	OR6C2	1:1
Or6c217	OR6C70	1:1
Or6c2b	OR6C2	1:1
Or6c3	OR6C3	1:1
Or6c3b	OR6C3	1:1
Or6c6	OR6C6	1:1
Or6c65	OR6C65	1:1
Or6c68	OR6C68	1:1
Or6c6b	OR6C6	1:1
Or6c6c	OR6C6	1:1
Or6c70	OR6C70	1:1
Or6c74	OR6C74	1:1
Or6c75	OR6C75	1:1
Or6c76	OR6C76	1:1
Or6c76b	OR6C76	1:1
Or6c8	OR2AP1	1:1
Or6c8b	OR2AP1	1:1
Or6f1	OR6F1	1:1
Or6k2	OR6K2	1:1
Or6k4	OR6K3	1:1
Or6k6	OR6K6	1:1
Or6n1	OR6N1	1:1
Or6n2	OR6N2	1:1
Or6p1	OR6P1	1:1
Or6s1	OR6S1	1:1
Or6x1	OR6X1	1:1
Or6y1	OR6Y1	1:1
Or7a35	OR7A10	many
Or7a35	OR7A17	many
Or7a36	OR7A2P	1:1
Or7a37	OR7A2P	1:1
Or7a40	OR7A10	many
Or7a40	OR7A17	many
Or7a40	OR7A2P	many
Or7a40	OR7A5	many
Or7a41	OR7A10	many
Or7a41	OR7A17	many
Or7c70	OR7C1	many
Or7c70	OR7C2	many
Or7d10	OR7D4	1:1
Or7d11	OR7D4	1:1
Or7d9	OR7D4	1:1
Or7e173	OR7E24	1:1
Or7e174	OR7E24	1:1
Or7e175	OR7E24	1:1
Or7e176	OR7E24	1:1
Or7e177	OR7E24	1:1
Or7e178	OR7E24	1:1
Or7g12	OR7G3	1:1
Or7g16	OR7G2	1:1
Or7g17	OR7G2	1:1
Or7g18	OR7G2	1:1
Or7g19	OR7G3	1:1
Or7g20	OR7G2	1:1
Or7g21	OR7G2	1:1
Or7g22	OR7G2	1:1
Or7g25	OR7G2	1:1
Or7g26	OR7G2	1:1
Or7g27	OR7G2	1:1
Or7g28	OR7G1	1:1
Or7g29	OR7G1	1:1
Or7g30	OR7G2	1:1
Or7g31	OR7G2	1:1
Or7g32	OR7G2	1:1
Or7g34	OR7G2	1:1
Or7g35	OR7G2	1:1
Or8a1	OR8A1	1:1
Or8a1b	OR8A1	1:1
Or8b12	OR8B12	1:1
Or8b12b	OR8B12	1:1
Or8b12c	OR8B12	1:1
Or8b3	OR8B2	many
Or8b3	OR8B3	many
Or8b3b	OR8B2	many
Or8b3b	OR8B3	many
Or8b4	OR8B4	1:1
Or8b8	OR8B8	1:1
Or8d1	OR8D1	1:1
Or8d1b	OR8D1	1:1
Or8d2	OR8D2	1:1
Or8d23	OR8D1	1:1
Or8d2b	OR8D2	1:1
Or8d4	OR8D4	1:1
Or8g17	OR8G5	1:1
Or8g18	OR8G1	many
Or8g18	OR8G5	many
Or8g19	OR8G1	1:1
Or8g2	OR8G2P	many
Or8g2	OR8G3	many
Or8g20	OR8G1	many
Or8g20	OR8G5	many
Or8g21	OR8G5	1:1
Or8g23	OR8G1	many
Or8g23	OR8G5	many
Or8g26	OR8G1	1:1
Or8g27	OR8G1	1:1
Or8g28	OR8G1	1:1
Or8g2b	OR8G2P	many
Or8g2b	OR8G3	many
Or8g30	OR8G1	1:1
Or8g32	OR8G1	1:1
Or8g34	OR8G1	1:1
Or8h10	OR8H1	many
Or8h10	OR8H2	many
Or8h10	OR8H3	many
Or8h6	OR8H1	many
Or8h6	OR8H2	many
Or8h6	OR8H3	many
Or8h7	OR8H1	many
Or8h7	OR8H2	many
Or8h7	OR8H3	many
Or8h8	OR8H3	1:1
Or8h9	OR8H1	many
Or8h9	OR8H2	many
Or8h9	OR8H3	many
Or8i2	OR8I2	1:1
Or8j3	OR8J1	many
Or8j3	OR8J3	many
Or8j3b	OR8J2	many
Or8j3b	OR8J3	many
Or8j3c	OR8J2	many
Or8j3c	OR8J3	many
Or8k1	OR8K1	1:1
Or8k16	OR8K5	1:1
Or8k17	OR8K5	1:1
Or8k18	OR8K5	1:1
Or8k20	OR8K5	1:1
Or8k21	OR8K5	1:1
Or8k22	OR8K3	1:1
Or8k24	OR8K3	1:1
Or8k25	OR8K3	1:1
Or8k27	OR8K3	1:1
Or8k28	OR8K3	1:1
Or8k3	OR8K3	1:1
Or8k30	OR8K3	1:1
Or8k32	OR8K3	1:1
Or8k33	OR8K3	1:1
Or8k35	OR8K3	1:1
Or8k37	OR8K3	1:1
Or8k38	OR8K3	1:1
Or8k39	OR8K3	1:1
Or8k3b	OR8K3	1:1
Or8k40	OR8K3	1:1
Or8k41	OR8K3	1:1
Or8s2	OR8S1	1:1
Or8s5	OR8S1	1:1
Or8u3	OR8U3	1:1
Or8u8	OR8U8	1:1
Or8u9	OR8U1	many
Or8u9	OR8U9	many
Or8w1	OR5W2	1:1
Or9a2	OR9A2	1:1
Or9a4	OR9A4	1:1
Or9a7	OR9A1P	1:1
Or9g19	OR9G1	1:1
Or9g20	OR9G1	many
Or9g20	OR9G9	many
Or9g3	OR9G1	many
Or9g3	OR9G9	many
Or9g4	OR9G4	1:1
Or9g4b	OR9G4	1:1
Or9g8	OR9G1	many
Or9g8	OR9G9	many
Or9i1	OR9I1	1:1
Or9i14	OR9I1	1:1
Or9i1b	OR9I1	1:1
Or9k2	OR9K2	1:1
Or9k2b	OR9K2	1:1
Or9q1	OR9Q1	1:1
Or9q2	OR9Q2	1:1
Orai1	ORAI1	1:1
Orai2	ORAI2	1:1
Orai3	ORAI3	1:1
Orc1	ORC1	1:1
Orc2	ORC2	1:1
Orc3	ORC3	1:1
Orc4	ORC4	1:1
Orc5	ORC5	1:1
Orc6	ORC6	1:1
Orm1	ORM1	many
Orm1	ORM2	many
Orm2	ORM1	many
Orm2	ORM2	many
Orm3	ORM1	many
Orm3	ORM2	many
Ormdl1	ORMDL1	1:1
Ormdl2	ORMDL2	1:1
Ormdl3	ORMDL3	1:1
Os9	OS9	1:1
Osbp	OSBP	1:1
Osbp2	OSBP2	1:1
Osbpl10	OSBPL10	1:1
Osbpl11	OSBPL11	1:1
Osbpl1a	OSBPL1A	1:1
Osbpl2	OSBPL2	1:1
Osbpl3	OSBPL3	1:1
Osbpl5	OSBPL5	1:1
Osbpl6	OSBPL6	1:1
Osbpl7	OSBPL7	1:1
Osbpl8	OSBPL8	1:1
Osbpl9	OSBPL9	1:1
Oscar	OSCAR	1:1
Oscp1	OSCP1	1:1
Oser1	OSER1	1:1
Osgep	OSGEP	1:1
Osgepl1	OSGEPL1	1:1
Osgin1	OSGIN1	1:1
Osgin2	OSGIN2	1:1
Osm	OSM	1:1
Osmr	OSMR	1:1
Osr1	OSR1	1:1
Osr2	OSR2	1:1
Ost4	OST4	1:1
Ostc	OSTC	1:1
Ostf1	OSTF1	1:1
Ostm1	OSTM1	1:1
Ostn	OSTN	1:1
Otc	OTC	1:1
Otoa	OTOA	1:1
Otof	OTOF	1:1
Otog	OTOG	1:1
Otogl	OTOGL	1:1
Otol1	OTOL1	1:1
Otop1	OTOP1	1:1
Otop2	OTOP2	1:1
Otop3	OTOP3	1:1
Otor	OTOR	1:1
Otos	OTOS	1:1
Otp	OTP	1:1
Otub1	OTUB1	1:1
Otub2	OTUB2	1:1
Otud1	OTUD1	1:1
Otud3	OTUD3	1:1
Otud4	OTUD4	1:1
Otud5	OTUD5	1:1
Otud6a	OTUD6A	1:1
Otud6b	OTUD6B	1:1
Otud7a	OTUD7A	1:1
Otud7b	OTUD7B	1:1
Otulin	OTULIN	1:1
Otulinl	OTULINL	1:1
Otx1	OTX1	1:1
Otx2	OTX2	1:1
Otx2os1	OTX2-AS1	1:1
Ovca2	OVCA2	1:1
Ovch2	OVCH2	1:1
Ovgp1	OVGP1	1:1
Ovol1	OVOL1	1:1
Ovol2	OVOL2	1:1
Ovol3	OVOL3	1:1
Oxa1l	OXA1L	1:1
Oxct1	OXCT1	1:1
Oxct1as	OXCT1-AS1	1:1
Oxct2a	OXCT2	1:1
Oxct2b	OXCT2	1:1
Oxgr1	OXGR1	1:1
Oxld1	OXLD1	1:1
Oxnad1	OXNAD1	1:1
Oxr1	OXR1	1:1
Oxsm	OXSM	1:1
Oxsr1	OXSR1	1:1
Oxt	OXT	1:1
Oxtr	OXTR	1:1
P2rx1	P2RX1	1:1
P2rx2	P2RX2	1:1
P2rx3	P2RX3	1:1
P2rx4	P2RX4	1:1
P2rx5	P2RX5	1:1
P2rx6	P2RX6	1:1
P2rx7	P2RX7	1:1
P2ry1	P2RY1	1:1
P2ry10	P2RY10	1:1
P2ry10b	P2RY10BP	1:1
P2ry12	P2RY12	1:1
P2ry13	P2RY13	1:1
P2ry14	P2RY14	1:1
P2ry2	P2RY2	1:1
P2ry4	P2RY4	1:1
P2ry6	P2RY6	1:1
P3h1	P3H1	1:1
P3h2	P3H2	1:1
P3h3	P3H3	1:1
P3h4	P3H4	1:1
P3r3urf	P3R3URF	1:1
P4ha1	P4HA1	1:1
P4ha2	P4HA2	1:1
